id,slug,shortname,name,city,region,country,latitude,longitude,current_prediction,is_groundhog,type,active,description,predictions_count,year,shadow,details
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1899,,No Record. Groundhog Club founded.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1900,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1901,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1902,False,Probably No Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1903,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1904,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1905,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1906,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1907,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1908,True,Saw Shadow; First front page coverage
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1909,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1910,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1911,True,Saw Shadow; “55 couples at Groundhog Day Dance.”
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1912,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1913,True,Saw Shadow at 8:80 am. First newspaper photo of Groundhog by John Frampton. A new dance “The Groundhog Roll” was demonstrated by Joe Winslow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1914,True,"Saw Shadow at 9:34 AM, Groundhog demonstrated “The Groundhog Flop”"
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1915,True,Saw Shadow at 11:45 AM
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1916,True,Saw Shadow at 9:07; First films of the event. 
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1917,True,Saw Shadow at 9:07.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1918,True,Saw Shadow; Temperature 18 below zero.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1919,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1920,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1921,True,Saw Shadow at 7:17 AM.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1922,True,Saw Shadow 7:11 AM; Groundhog Holiday Dance.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1923,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1924,True,Saw Shadow 7:13 AM; First appearance of logo with groundhog with umbrella and newspaper.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1925,True,Saw Shadow 8:13 AM; CJ Margiotti gave groundhog tradition to the Pittsburgh Travel Club.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1926,True,Saw Shadow at 9:17 AM.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1927,True,Saw Shadow at 8:35 AM.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1928,True,Saw Shadow at 10 AM; Program with Punx’y Rotary Club was on KDKA Radio.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1929,True,Predicted six more weeks of winter before sunrise.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1930,True,Saw Shadow at 7:11 AM.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1931,True,Saw Shadow at 12:27 AM.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1932,True,Saw Shadow at 9:11 AM.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1933,True,Saw Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1934,False,No Shadow.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1935,True,Saw Shadow at 9:11 AM.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1936,True,Saw Shadow at 10:27 AM.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1937,True,Saw Shadow at 9:09 AM; Unfortunate meeting with a skunk.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1938,True,Saw Shadow at 9 AM; Blackest shadow in history.
1,punxsutawney-phil,Phil,Punxsutawney Phil,Punxsutawney,Pennsylvania,USA,40.9311988,-78.9622483,https://www.cbsnews.com/news/groundhog-day-2023-punxsutawney-phil-prediction/,True,Groundhog,True,"Punxsutawney Phil is a superstar prognosticating groundhog from Punxsutawney, Pennsylvania. He makes his predictions from his burrow on Gobler’s Knob. According to legend, Phil has made weather prognostications since 1886, owing his improbably long life to the miraculous “groundhog nog” administered at the annual Groundhog Picnic.",128,1939,True,Saw Shadow at 9:10 AM.
